actual_default,predicted_default,default_probability,uncertainty_score,review_group
0,0,0.4996154819110133,0.9992309638220266,Uncertain - Human Review Priority
0,0,0.35307909012573074,0.7061581802514615,Uncertain - Human Review Priority
0,0,0.20786750901535292,0.4157350180307058,Low Risk - Auto Decision
0,0,0.2972176129263193,0.5944352258526386,Low Risk - Auto Decision
0,0,0.3034335127915719,0.6068670255831438,Uncertain - Human Review Priority
0,1,0.6061062612008312,0.7877874775983376,Uncertain - Human Review Priority
0,1,0.6113427566008343,0.7773144867983315,Uncertain - Human Review Priority
0,1,0.6922413794460187,0.6155172411079626,Uncertain - Human Review Priority
0,0,0.3712163798556725,0.742432759711345,Uncertain - Human Review Priority
0,0,0.4276514373386827,0.8553028746773654,Uncertain - Human Review Priority
0,0,0.4949162404673301,0.9898324809346603,Uncertain - Human Review Priority
0,0,0.4659191670665947,0.9318383341331894,Uncertain - Human Review Priority
1,0,0.28917307769741074,0.5783461553948215,Low Risk - Auto Decision
0,0,0.4132239793486096,0.8264479586972192,Uncertain - Human Review Priority
0,0,0.25532019123176714,0.5106403824635343,Low Risk - Auto Decision
0,0,0.10375600147711769,0.20751200295423544,Low Risk - Auto Decision
0,0,0.31160683733254807,0.6232136746650961,Uncertain - Human Review Priority
0,1,0.6055355318459988,0.7889289363080023,Uncertain - Human Review Priority
0,0,0.43045856793674614,0.8609171358734923,Uncertain - Human Review Priority
1,0,0.49137062823459754,0.9827412564691951,Uncertain - Human Review Priority
0,0,0.3990121765247466,0.7980243530494932,Uncertain - Human Review Priority
0,0,0.48847210654570394,0.9769442130914079,Uncertain - Human Review Priority
0,0,0.29876733315877474,0.5975346663175495,Low Risk - Auto Decision
0,0,0.22919066395773882,0.4583813279154776,Low Risk - Auto Decision
0,0,0.3160818852287451,0.6321637704574902,Uncertain - Human Review Priority
0,0,0.2994433034675836,0.5988866069351672,Low Risk - Auto Decision
0,0,0.3471401111712324,0.6942802223424648,Uncertain - Human Review Priority
0,1,0.5855882347817805,0.8288235304364391,Uncertain - Human Review Priority
1,0,0.1932142882144324,0.38642857642886486,Low Risk - Auto Decision
0,1,0.5035656044878822,0.9928687910242355,Uncertain - Human Review Priority
1,1,0.648345840449249,0.7033083191015019,Uncertain - Human Review Priority
0,1,0.707670668102015,0.5846586637959701,High Risk - Manual Review
1,0,0.4786037723372501,0.9572075446745002,Uncertain - Human Review Priority
0,0,0.4721513557321566,0.9443027114643132,Uncertain - Human Review Priority
0,0,0.40256124925951314,0.8051224985190263,Uncertain - Human Review Priority
0,1,0.6520843639775856,0.6958312720448288,Uncertain - Human Review Priority
0,1,0.5635371312113431,0.8729257375773138,Uncertain - Human Review Priority
0,1,0.5105461353327451,0.9789077293345099,Uncertain - Human Review Priority
0,0,0.2765868313829931,0.5531736627659862,Low Risk - Auto Decision
0,1,0.8204436218212955,0.359112756357409,High Risk - Manual Review
0,1,0.5323129009513973,0.9353741980972055,Uncertain - Human Review Priority
1,0,0.4931823539559306,0.9863647079118611,Uncertain - Human Review Priority
1,1,0.690334839690434,0.6193303206191321,Uncertain - Human Review Priority
0,1,0.5835807700034586,0.8328384599930827,Uncertain - Human Review Priority
0,0,0.3034857119266386,0.6069714238532772,Uncertain - Human Review Priority
0,0,0.19258905353156622,0.3851781070631324,Low Risk - Auto Decision
1,1,0.8454049956190062,0.30919000876198766,High Risk - Manual Review
0,0,0.2585504845218779,0.5171009690437558,Low Risk - Auto Decision
0,1,0.8160210782376432,0.3679578435247135,High Risk - Manual Review
1,0,0.4480920591325437,0.8961841182650874,Uncertain - Human Review Priority
1,1,0.6730656394550314,0.6538687210899372,Uncertain - Human Review Priority
0,0,0.4863580804187045,0.972716160837409,Uncertain - Human Review Priority
0,0,0.41055521352998603,0.8211104270599721,Uncertain - Human Review Priority
0,0,0.40450578332029125,0.8090115666405825,Uncertain - Human Review Priority
0,1,0.6652133840561192,0.6695732318877616,Uncertain - Human Review Priority
0,1,0.534059662164231,0.9318806756715381,Uncertain - Human Review Priority
0,1,0.6354831761818905,0.7290336476362189,Uncertain - Human Review Priority
0,1,0.667995003602044,0.664009992795912,Uncertain - Human Review Priority
0,0,0.3717343317274339,0.7434686634548678,Uncertain - Human Review Priority
1,1,0.5196494338442055,0.960701132311589,Uncertain - Human Review Priority
1,0,0.30972623215555156,0.6194524643111031,Uncertain - Human Review Priority
1,0,0.4125537563939691,0.8251075127879381,Uncertain - Human Review Priority
1,1,0.6357704531048913,0.7284590937902173,Uncertain - Human Review Priority
0,1,0.5141089146161013,0.9717821707677974,Uncertain - Human Review Priority
1,1,0.5083253189138063,0.9833493621723874,Uncertain - Human Review Priority
0,1,0.7451651508677758,0.5096696982644484,High Risk - Manual Review
1,0,0.21881076311532116,0.4376215262306423,Low Risk - Auto Decision
0,0,0.1765792489425443,0.3531584978850886,Low Risk - Auto Decision
0,0,0.20498021395915758,0.4099604279183151,Low Risk - Auto Decision
0,0,0.22029617975896554,0.4405923595179311,Low Risk - Auto Decision
0,1,0.7289948116928935,0.542010376614213,High Risk - Manual Review
0,1,0.6798307579709503,0.6403384840580995,Uncertain - Human Review Priority
0,0,0.42348562226233105,0.8469712445246621,Uncertain - Human Review Priority
0,1,0.5464498853239287,0.9071002293521426,Uncertain - Human Review Priority
0,0,0.36726095330754366,0.7345219066150873,Uncertain - Human Review Priority
0,0,0.2894617141006137,0.5789234282012274,Low Risk - Auto Decision
0,0,0.15857355112522123,0.3171471022504424,Low Risk - Auto Decision
1,0,0.42303745966738765,0.8460749193347753,Uncertain - Human Review Priority
0,0,0.25131974435188914,0.5026394887037783,Low Risk - Auto Decision
0,1,0.840034480851176,0.3199310382976479,High Risk - Manual Review
0,1,0.5727948621658487,0.8544102756683025,Uncertain - Human Review Priority
0,0,0.17941768059707916,0.3588353611941584,Low Risk - Auto Decision
0,0,0.49998720429562715,0.9999744085912543,Uncertain - Human Review Priority
0,0,0.40648635843842973,0.8129727168768595,Uncertain - Human Review Priority
0,0,0.21825641575318358,0.4365128315063671,Low Risk - Auto Decision
0,1,0.6339952748629607,0.7320094502740786,Uncertain - Human Review Priority
1,1,0.6714368957185176,0.6571262085629648,Uncertain - Human Review Priority
0,1,0.6843111978137462,0.6313776043725077,Uncertain - Human Review Priority
0,1,0.5062690624514241,0.9874618750971518,Uncertain - Human Review Priority
0,0,0.35630985725610076,0.7126197145122015,Uncertain - Human Review Priority
0,0,0.3061016216427666,0.6122032432855332,Uncertain - Human Review Priority
0,0,0.07200574652735843,0.14401149305471683,Low Risk - Auto Decision
0,0,0.4116164859469032,0.8232329718938064,Uncertain - Human Review Priority
1,1,0.6642756788280241,0.6714486423439519,Uncertain - Human Review Priority
1,0,0.4548357333930459,0.9096714667860918,Uncertain - Human Review Priority
1,1,0.6869461571057138,0.6261076857885723,Uncertain - Human Review Priority
0,0,0.3811371215497331,0.7622742430994662,Uncertain - Human Review Priority
0,0,0.32175730228061733,0.6435146045612347,Uncertain - Human Review Priority
0,1,0.6414742287155114,0.7170515425689772,Uncertain - Human Review Priority
0,0,0.16657626629635852,0.33315253259271704,Low Risk - Auto Decision
0,0,0.22777765681433193,0.45555531362866386,Low Risk - Auto Decision
0,1,0.5577241039467163,0.8845517921065673,Uncertain - Human Review Priority
0,0,0.41208002877265204,0.8241600575453041,Uncertain - Human Review Priority
0,0,0.35400613152306226,0.7080122630461245,Uncertain - Human Review Priority
0,0,0.23578665949363323,0.4715733189872664,Low Risk - Auto Decision
0,0,0.28191087646023977,0.5638217529204795,Low Risk - Auto Decision
1,1,0.6342482774017459,0.7315034451965081,Uncertain - Human Review Priority
0,0,0.06549117867891925,0.13098235735783847,Low Risk - Auto Decision
0,0,0.29071215641162734,0.5814243128232547,Low Risk - Auto Decision
0,1,0.583795739029459,0.832408521941082,Uncertain - Human Review Priority
0,1,0.5333040775969555,0.9333918448060889,Uncertain - Human Review Priority
0,1,0.6196254474441856,0.7607491051116289,Uncertain - Human Review Priority
0,1,0.5918020429966938,0.8163959140066124,Uncertain - Human Review Priority
1,1,0.7884106735118728,0.42317865297625445,High Risk - Manual Review
1,1,0.720768256950429,0.558463486099142,High Risk - Manual Review
1,1,0.5125913438798956,0.9748173122402088,Uncertain - Human Review Priority
0,1,0.5172426864220997,0.9655146271558006,Uncertain - Human Review Priority
1,1,0.7355647523257594,0.5288704953484813,High Risk - Manual Review
0,0,0.4447286157456334,0.8894572314912668,Uncertain - Human Review Priority
0,1,0.5363566939038049,0.9272866121923902,Uncertain - Human Review Priority
0,1,0.8418049599451911,0.3163900801096178,High Risk - Manual Review
0,0,0.4281164122699249,0.8562328245398498,Uncertain - Human Review Priority
1,1,0.5502969900984793,0.8994060198030414,Uncertain - Human Review Priority
0,0,0.277819160416071,0.555638320832142,Low Risk - Auto Decision
0,0,0.4600301841171375,0.920060368234275,Uncertain - Human Review Priority
0,0,0.1878917177255792,0.37578343545115844,Low Risk - Auto Decision
0,1,0.6022751501700143,0.7954496996599714,Uncertain - Human Review Priority
0,0,0.48504031173573964,0.9700806234714793,Uncertain - Human Review Priority
0,1,0.6059722360794504,0.7880555278410992,Uncertain - Human Review Priority
0,0,0.37089543571202804,0.7417908714240561,Uncertain - Human Review Priority
0,0,0.11957218843580279,0.2391443768716056,Low Risk - Auto Decision
0,1,0.8101178078078031,0.37976438438439386,High Risk - Manual Review
0,1,0.8032190413989375,0.39356191720212497,High Risk - Manual Review
1,1,0.5671809963047776,0.8656380073904448,Uncertain - Human Review Priority
0,0,0.33817801444048906,0.6763560288809781,Uncertain - Human Review Priority
0,0,0.34077237394802096,0.6815447478960419,Uncertain - Human Review Priority
0,0,0.22964591578180796,0.45929183156361586,Low Risk - Auto Decision
0,0,0.28047423271604716,0.5609484654320943,Low Risk - Auto Decision
0,1,0.5700337359516809,0.8599325280966381,Uncertain - Human Review Priority
0,0,0.39069561570528466,0.7813912314105693,Uncertain - Human Review Priority
0,1,0.6133825014557697,0.7732349970884607,Uncertain - Human Review Priority
0,1,0.6190209423190595,0.7619581153618811,Uncertain - Human Review Priority
1,1,0.6146738562270648,0.7706522875458703,Uncertain - Human Review Priority
0,1,0.6659609995984501,0.6680780008030998,Uncertain - Human Review Priority
1,1,0.7344386701839157,0.5311226596321685,High Risk - Manual Review
0,0,0.1321948047555019,0.2643896095110039,Low Risk - Auto Decision
0,0,0.3530037546344258,0.7060075092688516,Uncertain - Human Review Priority
0,1,0.5339910052126873,0.9320179895746254,Uncertain - Human Review Priority
0,1,0.6269671080889107,0.7460657838221787,Uncertain - Human Review Priority
0,1,0.624532769107702,0.7509344617845961,Uncertain - Human Review Priority
0,0,0.4083847914425176,0.8167695828850352,Uncertain - Human Review Priority
0,0,0.10984736372941371,0.21969472745882745,Low Risk - Auto Decision
0,1,0.6167126223576334,0.7665747552847333,Uncertain - Human Review Priority
1,0,0.15419233633397805,0.3083846726679561,Low Risk - Auto Decision
0,0,0.4038332547320513,0.8076665094641026,Uncertain - Human Review Priority
1,1,0.7908030407187995,0.41839391856240105,High Risk - Manual Review
0,0,0.4594132681028186,0.9188265362056371,Uncertain - Human Review Priority
0,1,0.643509193167496,0.712981613665008,Uncertain - Human Review Priority
0,0,0.3113986680587782,0.6227973361175564,Uncertain - Human Review Priority
0,0,0.14870718846472283,0.2974143769294457,Low Risk - Auto Decision
0,1,0.6429000393897425,0.714199921220515,Uncertain - Human Review Priority
0,0,0.3668277587945081,0.7336555175890161,Uncertain - Human Review Priority
1,0,0.48633220623774803,0.9726644124754961,Uncertain - Human Review Priority
1,0,0.3292267345668814,0.6584534691337628,Uncertain - Human Review Priority
0,0,0.09734380090043504,0.19468760180087008,Low Risk - Auto Decision
0,0,0.23581608581803595,0.47163217163607185,Low Risk - Auto Decision
0,0,0.2034519754133749,0.4069039508267498,Low Risk - Auto Decision
0,1,0.5322725664925231,0.9354548670149538,Uncertain - Human Review Priority
0,1,0.6583842210366038,0.6832315579267925,Uncertain - Human Review Priority
1,1,0.5730800620582602,0.8538398758834795,Uncertain - Human Review Priority
0,1,0.805638028787927,0.388723942424146,High Risk - Manual Review
0,1,0.6523086220282854,0.6953827559434291,Uncertain - Human Review Priority
1,1,0.5828588066057258,0.8342823867885485,Uncertain - Human Review Priority
0,0,0.09994979280366151,0.19989958560732302,Low Risk - Auto Decision
0,0,0.34084230906726704,0.6816846181345341,Uncertain - Human Review Priority
0,1,0.6525741233391834,0.6948517533216332,Uncertain - Human Review Priority
1,1,0.7999459220327502,0.40010815593449967,High Risk - Manual Review
0,1,0.9178840001277034,0.16423199974459313,High Risk - Manual Review
0,0,0.34374171243857743,0.6874834248771549,Uncertain - Human Review Priority
0,0,0.4912811402771058,0.9825622805542116,Uncertain - Human Review Priority
0,0,0.16415576461648196,0.3283115292329639,Low Risk - Auto Decision
0,1,0.56245869281525,0.8750826143695001,Uncertain - Human Review Priority
0,0,0.4545978149439958,0.9091956298879916,Uncertain - Human Review Priority
0,0,0.33311723362916296,0.6662344672583259,Uncertain - Human Review Priority
0,0,0.31988854271678063,0.6397770854335613,Uncertain - Human Review Priority
1,1,0.6821450113630353,0.6357099772739294,Uncertain - Human Review Priority
0,1,0.5287220209653305,0.942555958069339,Uncertain - Human Review Priority
1,1,0.6100567891249611,0.7798864217500778,Uncertain - Human Review Priority
0,0,0.25410819067675783,0.5082163813535157,Low Risk - Auto Decision
0,0,0.45500370307798615,0.9100074061559723,Uncertain - Human Review Priority
0,0,0.3978453391191426,0.7956906782382852,Uncertain - Human Review Priority
0,0,0.31885438603759586,0.6377087720751917,Uncertain - Human Review Priority
1,1,0.7357337380984403,0.5285325238031193,High Risk - Manual Review
1,1,0.5846785593498072,0.8306428813003857,Uncertain - Human Review Priority
1,1,0.640881405119872,0.718237189760256,Uncertain - Human Review Priority
0,0,0.3831826165338845,0.766365233067769,Uncertain - Human Review Priority
0,0,0.07396552494523047,0.1479310498904609,Low Risk - Auto Decision
0,1,0.6024539180099215,0.7950921639801569,Uncertain - Human Review Priority
0,0,0.46283869577369513,0.9256773915473903,Uncertain - Human Review Priority
1,0,0.49023340837263024,0.9804668167452605,Uncertain - Human Review Priority
0,0,0.4772398441328504,0.9544796882657008,Uncertain - Human Review Priority
0,0,0.46166541146140705,0.9233308229228141,Uncertain - Human Review Priority
0,1,0.6454167236502344,0.7091665526995312,Uncertain - Human Review Priority
0,1,0.5451245257202081,0.9097509485595838,Uncertain - Human Review Priority
0,1,0.8641788600871818,0.2716422798256364,High Risk - Manual Review
1,1,0.6354126209374605,0.7291747581250789,Uncertain - Human Review Priority
0,0,0.4968154797529713,0.9936309595059426,Uncertain - Human Review Priority
0,0,0.3334607873252502,0.6669215746505004,Uncertain - Human Review Priority
0,0,0.4072442127464074,0.8144884254928147,Uncertain - Human Review Priority
0,0,0.2810357964330411,0.5620715928660822,Low Risk - Auto Decision
0,0,0.3254427350084927,0.6508854700169854,Uncertain - Human Review Priority
0,0,0.48877915947183004,0.9775583189436601,Uncertain - Human Review Priority
1,0,0.40720635913938413,0.8144127182787683,Uncertain - Human Review Priority
0,0,0.26786764357779785,0.5357352871555957,Low Risk - Auto Decision
0,0,0.2973087157086028,0.5946174314172056,Low Risk - Auto Decision
0,1,0.7450411025051831,0.5099177949896339,High Risk - Manual Review
0,1,0.601295696332851,0.7974086073342981,Uncertain - Human Review Priority
0,0,0.4095922819189459,0.8191845638378918,Uncertain - Human Review Priority
0,1,0.6459520785638152,0.7080958428723696,Uncertain - Human Review Priority
0,0,0.42227644817736204,0.8445528963547241,Uncertain - Human Review Priority
0,0,0.3217035008215416,0.6434070016430832,Uncertain - Human Review Priority
0,0,0.24835041641179634,0.4967008328235927,Low Risk - Auto Decision
0,1,0.5843775883845926,0.8312448232308147,Uncertain - Human Review Priority
0,0,0.39297579162373136,0.7859515832474627,Uncertain - Human Review Priority
0,0,0.28821739407807984,0.5764347881561597,Low Risk - Auto Decision
0,0,0.1521891405642939,0.3043782811285878,Low Risk - Auto Decision
0,0,0.0891389707101012,0.17827794142020237,Low Risk - Auto Decision
0,0,0.15614158830823105,0.3122831766164621,Low Risk - Auto Decision
1,0,0.3241696881390298,0.6483393762780596,Uncertain - Human Review Priority
1,0,0.36731006696983387,0.7346201339396677,Uncertain - Human Review Priority
0,0,0.3544511762067508,0.7089023524135016,Uncertain - Human Review Priority
1,1,0.6160683116421812,0.7678633767156375,Uncertain - Human Review Priority
1,0,0.4848090002421471,0.9696180004842943,Uncertain - Human Review Priority
0,0,0.15347861934636883,0.3069572386927377,Low Risk - Auto Decision
0,1,0.6496217023171401,0.7007565953657198,Uncertain - Human Review Priority
0,0,0.3300186214596864,0.6600372429193728,Uncertain - Human Review Priority
0,1,0.516383787869021,0.9672324242619581,Uncertain - Human Review Priority
0,0,0.16672403038673597,0.333448060773472,Low Risk - Auto Decision
1,1,0.6632608667299913,0.6734782665400174,Uncertain - Human Review Priority
0,0,0.16766847131379548,0.33533694262759095,Low Risk - Auto Decision
0,0,0.26887489418110977,0.5377497883622195,Low Risk - Auto Decision
1,1,0.6095497648277786,0.7809004703444429,Uncertain - Human Review Priority
0,0,0.31869091234276575,0.6373818246855315,Uncertain - Human Review Priority
0,1,0.5652451245756483,0.8695097508487033,Uncertain - Human Review Priority
1,1,0.6520920583934009,0.6958158832131982,Uncertain - Human Review Priority
0,0,0.22824417423923482,0.45648834847846964,Low Risk - Auto Decision
0,1,0.5578883898197607,0.8842232203604785,Uncertain - Human Review Priority
1,1,0.7053453453402188,0.5893093093195625,High Risk - Manual Review
0,1,0.6574554015925126,0.6850891968149748,Uncertain - Human Review Priority
0,0,0.2490280260005386,0.4980560520010773,Low Risk - Auto Decision
0,0,0.23538728137744344,0.47077456275488694,Low Risk - Auto Decision
0,1,0.6089348903019249,0.7821302193961501,Uncertain - Human Review Priority
0,0,0.18801040370294822,0.3760208074058964,Low Risk - Auto Decision
0,1,0.574325047501768,0.8513499049964639,Uncertain - Human Review Priority
1,0,0.4441251937123623,0.8882503874247246,Uncertain - Human Review Priority
0,0,0.4600421865778973,0.9200843731557946,Uncertain - Human Review Priority
1,1,0.7088452500031174,0.5823094999937652,High Risk - Manual Review
0,1,0.5125316762837963,0.9749366474324075,Uncertain - Human Review Priority
0,0,0.4805857391681361,0.9611714783362721,Uncertain - Human Review Priority
0,0,0.4071272998434266,0.8142545996868532,Uncertain - Human Review Priority
1,1,0.7025616127698988,0.5948767744602024,High Risk - Manual Review
1,1,0.6615578952290089,0.6768842095419823,Uncertain - Human Review Priority
0,1,0.8151753527866501,0.3696492944266998,High Risk - Manual Review
0,0,0.4705619882457843,0.9411239764915686,Uncertain - Human Review Priority
1,1,0.6604397484179957,0.6791205031640086,Uncertain - Human Review Priority
0,1,0.5417296010778427,0.9165407978443145,Uncertain - Human Review Priority
1,1,0.5952762217564539,0.8094475564870922,Uncertain - Human Review Priority
0,1,0.6785889746591613,0.6428220506816773,Uncertain - Human Review Priority
1,0,0.4502835323467285,0.900567064693457,Uncertain - Human Review Priority
0,0,0.4779966840554952,0.9559933681109904,Uncertain - Human Review Priority
0,1,0.597108341516462,0.8057833169670761,Uncertain - Human Review Priority
1,1,0.681338233604946,0.6373235327901079,Uncertain - Human Review Priority
0,1,0.5729701018874986,0.8540597962250027,Uncertain - Human Review Priority
0,1,0.5995316806683068,0.8009366386633865,Uncertain - Human Review Priority
1,1,0.7544174265510917,0.49116514689781665,High Risk - Manual Review
0,1,0.5266057776458813,0.9467884447082373,Uncertain - Human Review Priority
0,1,0.527283543002535,0.94543291399493,Uncertain - Human Review Priority
0,1,0.7172417320042748,0.5655165359914505,High Risk - Manual Review
0,0,0.07774341879272557,0.15548683758545112,Low Risk - Auto Decision
0,0,0.4287312747042321,0.8574625494084642,Uncertain - Human Review Priority
0,1,0.6120933519467249,0.7758132961065503,Uncertain - Human Review Priority
1,1,0.6120746989902033,0.7758506020195934,Uncertain - Human Review Priority
0,1,0.6886209667026459,0.6227580665947081,Uncertain - Human Review Priority
0,1,0.5526112887420679,0.8947774225158642,Uncertain - Human Review Priority
0,1,0.6225506978922897,0.7548986042154207,Uncertain - Human Review Priority
0,1,0.5649376884296852,0.8701246231406297,Uncertain - Human Review Priority
0,0,0.37863095064614544,0.7572619012922909,Uncertain - Human Review Priority
0,1,0.6103817838561238,0.7792364322877523,Uncertain - Human Review Priority
1,0,0.38870105329952587,0.7774021065990517,Uncertain - Human Review Priority
0,0,0.23374682946918773,0.46749365893837547,Low Risk - Auto Decision
0,0,0.13525078607289204,0.2705015721457841,Low Risk - Auto Decision
1,1,0.8202641282745009,0.3594717434509982,High Risk - Manual Review
0,0,0.2533565304001337,0.5067130608002673,Low Risk - Auto Decision
0,0,0.275076748748008,0.550153497496016,Low Risk - Auto Decision
1,1,0.6880138692458728,0.6239722615082544,Uncertain - Human Review Priority
0,0,0.2618042727443567,0.5236085454887134,Low Risk - Auto Decision
0,0,0.45518526107449414,0.9103705221489883,Uncertain - Human Review Priority
1,1,0.6556367710380548,0.6887264579238903,Uncertain - Human Review Priority
0,1,0.606830043097854,0.7863399138042919,Uncertain - Human Review Priority
0,1,0.5770461575543478,0.8459076848913043,Uncertain - Human Review Priority
0,0,0.20492514866081607,0.40985029732163214,Low Risk - Auto Decision
0,0,0.2725444001614069,0.5450888003228138,Low Risk - Auto Decision
0,0,0.35942355437335705,0.7188471087467141,Uncertain - Human Review Priority
1,1,0.6099702833062908,0.7800594333874185,Uncertain - Human Review Priority
0,0,0.4909104554157154,0.9818209108314307,Uncertain - Human Review Priority
0,0,0.2760789366998649,0.5521578733997298,Low Risk - Auto Decision
0,1,0.8744770196594125,0.251045960681175,High Risk - Manual Review
1,1,0.6703431229123046,0.6593137541753908,Uncertain - Human Review Priority
0,0,0.42350086580402146,0.8470017316080429,Uncertain - Human Review Priority
0,0,0.3225879154668256,0.6451758309336512,Uncertain - Human Review Priority
1,1,0.7527976557151506,0.4944046885696989,High Risk - Manual Review
0,1,0.6976539410271445,0.604692117945711,Uncertain - Human Review Priority
0,0,0.09601295019063925,0.19202590038127854,Low Risk - Auto Decision
0,0,0.3290674852289372,0.6581349704578744,Uncertain - Human Review Priority
0,1,0.5660300305967572,0.8679399388064857,Uncertain - Human Review Priority
0,0,0.12534963638818986,0.2506992727763797,Low Risk - Auto Decision
0,1,0.7763039376709489,0.4473921246581023,High Risk - Manual Review
0,0,0.3660486103904523,0.7320972207809046,Uncertain - Human Review Priority
0,1,0.7826426503915743,0.43471469921685135,High Risk - Manual Review
0,0,0.41638155477161337,0.8327631095432267,Uncertain - Human Review Priority
1,1,0.6498748552835327,0.7002502894329345,Uncertain - Human Review Priority
1,0,0.33406024482388597,0.6681204896477719,Uncertain - Human Review Priority
0,0,0.36195846183297714,0.7239169236659543,Uncertain - Human Review Priority
0,0,0.1874427520283441,0.3748855040566882,Low Risk - Auto Decision
0,0,0.4458422928143392,0.8916845856286784,Uncertain - Human Review Priority
1,0,0.28241919067043236,0.5648383813408647,Low Risk - Auto Decision
0,0,0.36270384132649325,0.7254076826529865,Uncertain - Human Review Priority
1,1,0.5368380305852145,0.926323938829571,Uncertain - Human Review Priority
0,0,0.3045739515885651,0.6091479031771302,Uncertain - Human Review Priority
0,0,0.4993164116866217,0.9986328233732434,Uncertain - Human Review Priority
0,0,0.400303305181567,0.800606610363134,Uncertain - Human Review Priority
0,0,0.36524221044455896,0.7304844208891179,Uncertain - Human Review Priority
0,1,0.8053148303153316,0.38937033936933685,High Risk - Manual Review
0,1,0.6303613095127646,0.7392773809744708,Uncertain - Human Review Priority
0,0,0.17729310869134499,0.3545862173826899,Low Risk - Auto Decision
0,0,0.35315792057875794,0.7063158411575159,Uncertain - Human Review Priority
0,1,0.5809474587825293,0.8381050824349414,Uncertain - Human Review Priority
0,1,0.5593477356937422,0.8813045286125156,Uncertain - Human Review Priority
0,1,0.515718885742707,0.9685622285145861,Uncertain - Human Review Priority
0,1,0.6591628291172645,0.6816743417654709,Uncertain - Human Review Priority
1,1,0.5215513276702257,0.9568973446595486,Uncertain - Human Review Priority
1,1,0.7668746435638963,0.4662507128722073,High Risk - Manual Review
0,1,0.5644948832699617,0.8710102334600767,Uncertain - Human Review Priority
0,0,0.44705649995393526,0.8941129999078705,Uncertain - Human Review Priority
0,1,0.7167080750084993,0.5665838499830014,High Risk - Manual Review
0,0,0.1950122079671734,0.3900244159343468,Low Risk - Auto Decision
0,0,0.3013532709080026,0.6027065418160052,Uncertain - Human Review Priority
0,0,0.39902862326339855,0.7980572465267971,Uncertain - Human Review Priority
1,1,0.8249515912992268,0.3500968174015464,High Risk - Manual Review
0,0,0.3485321743973609,0.6970643487947218,Uncertain - Human Review Priority
0,0,0.14286977188210342,0.28573954376420685,Low Risk - Auto Decision
0,1,0.7704764335178372,0.45904713296432553,High Risk - Manual Review
0,0,0.08481494795186878,0.16962989590373756,Low Risk - Auto Decision
0,0,0.305062556989663,0.610125113979326,Uncertain - Human Review Priority
1,1,0.7186596963821273,0.5626806072357453,High Risk - Manual Review
0,0,0.20209087465869768,0.40418174931739537,Low Risk - Auto Decision
0,0,0.3607689990862835,0.721537998172567,Uncertain - Human Review Priority
0,0,0.46407461406093914,0.9281492281218783,Uncertain - Human Review Priority
0,0,0.32000198850934386,0.6400039770186877,Uncertain - Human Review Priority
1,1,0.6295692841679184,0.7408614316641633,Uncertain - Human Review Priority
0,0,0.4338442104769994,0.8676884209539988,Uncertain - Human Review Priority
1,1,0.6779681611059005,0.644063677788199,Uncertain - Human Review Priority
0,1,0.6563064327448958,0.6873871345102085,Uncertain - Human Review Priority
0,0,0.30500148948453953,0.6100029789690791,Uncertain - Human Review Priority
0,1,0.5335740617723683,0.9328518764552634,Uncertain - Human Review Priority
0,0,0.22553046304808005,0.4510609260961601,Low Risk - Auto Decision
0,0,0.40694989412296084,0.8138997882459217,Uncertain - Human Review Priority
0,1,0.6007483889026299,0.7985032221947401,Uncertain - Human Review Priority
1,1,0.8220220122060455,0.3559559755879089,High Risk - Manual Review
0,0,0.18857356172966847,0.3771471234593369,Low Risk - Auto Decision
0,1,0.500293779573439,0.999412440853122,Uncertain - Human Review Priority
0,0,0.253711523516531,0.507423047033062,Low Risk - Auto Decision
0,0,0.1025645303686964,0.2051290607373928,Low Risk - Auto Decision
1,1,0.6915704486319417,0.6168591027361165,Uncertain - Human Review Priority
1,1,0.6930134613353899,0.6139730773292202,Uncertain - Human Review Priority
0,0,0.16019794128224515,0.32039588256449036,Low Risk - Auto Decision
1,1,0.7123842217588618,0.5752315564822763,High Risk - Manual Review
0,0,0.4485420328521667,0.8970840657043334,Uncertain - Human Review Priority
0,0,0.2422718483471474,0.48454369669429487,Low Risk - Auto Decision
0,0,0.47182443882016767,0.9436488776403353,Uncertain - Human Review Priority
0,1,0.6789077716669998,0.6421844566660004,Uncertain - Human Review Priority
1,1,0.5319316173389347,0.9361367653221306,Uncertain - Human Review Priority
0,0,0.17771042337914592,0.3554208467582918,Low Risk - Auto Decision
1,0,0.33394637026358276,0.6678927405271655,Uncertain - Human Review Priority
0,1,0.7620471695683498,0.47590566086330033,High Risk - Manual Review
0,1,0.5628023072441151,0.8743953855117699,Uncertain - Human Review Priority
0,1,0.5285473580785713,0.9429052838428573,Uncertain - Human Review Priority
1,1,0.8499132069995269,0.30017358600094624,High Risk - Manual Review
0,0,0.45685399798666304,0.9137079959733261,Uncertain - Human Review Priority
1,1,0.6752737090244264,0.6494525819511472,Uncertain - Human Review Priority
0,1,0.5897433829832284,0.8205132340335433,Uncertain - Human Review Priority
1,0,0.41781449106258345,0.8356289821251669,Uncertain - Human Review Priority
0,1,0.605248664642542,0.789502670714916,Uncertain - Human Review Priority
0,0,0.4001312001323557,0.8002624002647114,Uncertain - Human Review Priority
0,0,0.38244613181737264,0.7648922636347453,Uncertain - Human Review Priority
